year,level_1,level_2,level_3,level_4,value
2015,Females,30 - 34,Toa Payoh- Total,Toa Payoh Central,1440
2015,Females,30 - 34,Toa Payoh- Total,Toa Payoh West,490
2015,Females,30 - 34,Toa Payoh- Total,Woodleigh,100
2015,Females,30 - 34,Western Water Catchment- Total,Western Water Catchment,30
2015,Females,30 - 34,Woodlands- Total,Midview,1190
2015,Females,30 - 34,Woodlands- Total,North Coast,460
2015,Females,30 - 34,Woodlands- Total,Woodgrove,1160
2015,Females,30 - 34,Woodlands- Total,Woodlands East,3790
2015,Females,30 - 34,Woodlands- Total,Woodlands South,1650
2015,Females,30 - 34,Woodlands- Total,Woodlands West,1150
2015,Females,30 - 34,Yishun- Total,Khatib,380
2015,Females,30 - 34,Yishun- Total,Lower Seletar,170
2015,Females,30 - 34,Yishun- Total,Nee Soon,20
2015,Females,30 - 34,Yishun- Total,Northland,1130
2015,Females,30 - 34,Yishun- Total,Springleaf,90
2015,Females,30 - 34,Yishun- Total,Yishun Central,50
2015,Females,30 - 34,Yishun- Total,Yishun East,3310
2015,Females,30 - 34,Yishun- Total,Yishun South,1380
2015,Females,30 - 34,Yishun- Total,Yishun West,2160
2015,Females,35 - 39,Ang Mo Kio- Total,Ang Mo Kio Town Centre,220
2015,Females,35 - 39,Ang Mo Kio- Total,Cheng San,1300
2015,Females,35 - 39,Ang Mo Kio- Total,Chong Boon,1100
2015,Females,35 - 39,Ang Mo Kio- Total,Kebun Bahru,920
2015,Females,35 - 39,Ang Mo Kio- Total,Sembawang Hills,190
2015,Females,35 - 39,Ang Mo Kio- Total,Shangri-La,630
2015,Females,35 - 39,Ang Mo Kio- Total,Tagore,260
2015,Females,35 - 39,Ang Mo Kio- Total,Townsville,1050
2015,Females,35 - 39,Ang Mo Kio- Total,Yio Chu Kang East,120
2015,Females,35 - 39,Ang Mo Kio- Total,Yio Chu Kang West,1100
2015,Females,35 - 39,Bedok- Total,Bayshore,430
2015,Females,35 - 39,Bedok- Total,Bedok North,3250
2015,Females,35 - 39,Bedok- Total,Bedok Reservoir,1110
2015,Females,35 - 39,Bedok- Total,Bedok South,1780
2015,Females,35 - 39,Bedok- Total,Frankel,1550
2015,Females,35 - 39,Bedok- Total,Kaki Bukit,1390
2015,Females,35 - 39,Bedok- Total,Kembangan,1320
2015,Females,35 - 39,Bedok- Total,Siglap,270
2015,Females,35 - 39,Bishan- Total,Bishan East,1080
2015,Females,35 - 39,Bishan- Total,Marymount,1150
2015,Females,35 - 39,Bishan- Total,Upper Thomson,960
2015,Females,35 - 39,Bukit Batok- Total,Bukit Batok Central,960
2015,Females,35 - 39,Bukit Batok- Total,Bukit Batok East,530
2015,Females,35 - 39,Bukit Batok- Total,Bukit Batok South,500
2015,Females,35 - 39,Bukit Batok- Total,Bukit Batok West,590
2015,Females,35 - 39,Bukit Batok- Total,Gombak,510
2015,Females,35 - 39,Bukit Batok- Total,Guilin,560
2015,Females,35 - 39,Bukit Batok- Total,Hillview,590
2015,Females,35 - 39,Bukit Batok- Total,Hong Kah North,1010
2015,Females,35 - 39,Bukit Merah- Total,Alexandra Hill,520
2015,Females,35 - 39,Bukit Merah- Total,Alexandra North,80
2015,Females,35 - 39,Bukit Merah- Total,Bukit Ho Swee,580
2015,Females,35 - 39,Bukit Merah- Total,Bukit Merah,50
2015,Females,35 - 39,Bukit Merah- Total,Depot Road,310
2015,Females,35 - 39,Bukit Merah- Total,Everton Park,400
2015,Females,35 - 39,Bukit Merah- Total,Henderson Hill,410
2015,Females,35 - 39,Bukit Merah- Total,Kampong Tiong Bahru,370
2015,Females,35 - 39,Bukit Merah- Total,Maritime Square,160
2015,Females,35 - 39,Bukit Merah- Total,Redhill,700
2015,Females,35 - 39,Bukit Merah- Total,Telok Blangah Drive,680
2015,Females,35 - 39,Bukit Merah- Total,Telok Blangah Rise,550
2015,Females,35 - 39,Bukit Merah- Total,Telok Blangah Way,440
2015,Females,35 - 39,Bukit Merah- Total,Tiong Bahru,670
2015,Females,35 - 39,Bukit Merah- Total,Tiong Bahru Station,840
2015,Females,35 - 39,Bukit Panjang- Total,Bangkit,740
2015,Females,35 - 39,Bukit Panjang- Total,Dairy Farm,200
2015,Females,35 - 39,Bukit Panjang- Total,Fajar,1070
2015,Females,35 - 39,Bukit Panjang- Total,Jelebu,1130
2015,Females,35 - 39,Bukit Panjang- Total,Nature Reserve,140
2015,Females,35 - 39,Bukit Panjang- Total,Saujana,1000
2015,Females,35 - 39,Bukit Panjang- Total,Senja,930
2015,Females,35 - 39,Bukit Timah- Total,Anak Bukit,730
2015,Females,35 - 39,Bukit Timah- Total,Coronation Road,240
2015,Females,35 - 39,Bukit Timah- Total,Farrer Court,210
2015,Females,35 - 39,Bukit Timah- Total,Hillcrest,360
2015,Females,35 - 39,Bukit Timah- Total,Holland Road,410
2015,Females,35 - 39,Bukit Timah- Total,Leedon Park,240
2015,Females,35 - 39,Bukit Timah- Total,Swiss Club,200
2015,Females,35 - 39,Bukit Timah- Total,Ulu Pandan,380
2015,Females,35 - 39,Changi- Total,Changi Point,30
2015,Females,35 - 39,Changi- Total,Changi West,100
2015,Females,35 - 39,Choa Chu Kang- Total,Choa Chu Kang Central,790
2015,Females,35 - 39,Choa Chu Kang- Total,Choa Chu Kang North,1010
2015,Females,35 - 39,Choa Chu Kang- Total,Keat Hong,540
2015,Females,35 - 39,Choa Chu Kang- Total,Peng Siang,1120
2015,Females,35 - 39,Choa Chu Kang- Total,Teck Whye,800
2015,Females,35 - 39,Choa Chu Kang- Total,Yew Tee,2040
2015,Females,35 - 39,Clementi- Total,Clementi Central,580
2015,Females,35 - 39,Clementi- Total,Clementi North,1210
2015,Females,35 - 39,Clementi- Total,Clementi West,690
2015,Females,35 - 39,Clementi- Total,Clementi Woods,690
2015,Females,35 - 39,Clementi- Total,Faber,180
2015,Females,35 - 39,Clementi- Total,Sunset Way,210
2015,Females,35 - 39,Clementi- Total,West Coast,320
2015,Females,35 - 39,Downtown Core- Total,Bugis,90
2015,Females,35 - 39,Downtown Core- Total,Cecil,20
2015,Females,35 - 39,Downtown Core- Total,Central Subzone,40
2015,Females,35 - 39,Downtown Core- Total,Tanjong Pagar,40
2015,Females,35 - 39,Geylang- Total,Aljunied,1700
2015,Females,35 - 39,Geylang- Total,Geylang East,1420
2015,Females,35 - 39,Geylang- Total,Kampong Ubi,470
2015,Females,35 - 39,Geylang- Total,Macpherson,950
2015,Females,35 - 39,Hougang- Total,Hougang Central,150
2015,Females,35 - 39,Hougang- Total,Hougang East,780
2015,Females,35 - 39,Hougang- Total,Hougang West,1590
2015,Females,35 - 39,Hougang- Total,Kangkar,910
2015,Females,35 - 39,Hougang- Total,Kovan,940
2015,Females,35 - 39,Hougang- Total,Lorong Ah Soo,1290
2015,Females,35 - 39,Hougang- Total,Tai Seng,500
2015,Females,35 - 39,Hougang- Total,Trafalgar,1710
2015,Females,35 - 39,Jurong East- Total,Lakeside,40
2015,Females,35 - 39,Jurong East- Total,Teban Gardens,750
2015,Females,35 - 39,Jurong East- Total,Toh Guan,610
2015,Females,35 - 39,Jurong East- Total,Yuhua East,1070
2015,Females,35 - 39,Jurong East- Total,Yuhua West,710
2015,Females,35 - 39,Jurong West- Total,Boon Lay Place,1120
2015,Females,35 - 39,Jurong West- Total,Hong Kah,2200
2015,Females,35 - 39,Jurong West- Total,Jurong West Central,3840
2015,Females,35 - 39,Jurong West- Total,Taman Jurong,1390
2015,Females,35 - 39,Jurong West- Total,Wenya,550
2015,Females,35 - 39,Jurong West- Total,Yunnan,2650
2015,Females,35 - 39,Kallang- Total,Bendemeer,1510
2015,Females,35 - 39,Kallang- Total,Boon Keng,450
2015,Females,35 - 39,Kallang- Total,Crawford,280
2015,Females,35 - 39,Kallang- Total,Geylang Bahru,490
2015,Females,35 - 39,Kallang- Total,Kampong Bugis,30
2015,Females,35 - 39,Kallang- Total,Kampong Java,490
2015,Females,35 - 39,Kallang- Total,Lavender,440
2015,Females,35 - 39,Kallang- Total,Tanjong Rhu,610
2015,Females,35 - 39,Mandai- Total,Mandai Estate,100
2015,Females,35 - 39,Marine Parade- Total,Katong,440
2015,Females,35 - 39,Marine Parade- Total,Marine Parade,1240
2015,Females,35 - 39,Marine Parade- Total,Mountbatten,450
2015,Females,35 - 39,Museum- Total,Dhoby Ghaut,20
2015,Females,35 - 39,Museum- Total,Fort Canning,10
2015,Females,35 - 39,Newton- Total,Cairnhill,160
2015,Females,35 - 39,Newton- Total,Goodwood Park,50
2015,Females,35 - 39,Newton- Total,Monk's Hill,50
2015,Females,35 - 39,Newton- Total,Newton Circus,10
2015,Females,35 - 39,Newton- Total,Orange Grove,70
2015,Females,35 - 39,Novena- Total,Balestier,1440
2015,Females,35 - 39,Novena- Total,Dunearn,120
2015,Females,35 - 39,Novena- Total,Malcolm,100
2015,Females,35 - 39,Novena- Total,Moulmein,520
2015,Females,35 - 39,Novena- Total,Mount Pleasant,10
2015,Females,35 - 39,Orchard- Total,Boulevard,10
2015,Females,35 - 39,Orchard- Total,Tanglin,30
2015,Females,35 - 39,Outram- Total,China Square,50
2015,Females,35 - 39,Outram- Total,Chinatown,800
2015,Females,35 - 39,Outram- Total,Pearl's Hill,220
2015,Females,35 - 39,Outram- Total,People's Park,20
2015,Females,35 - 39,Pasir Ris- Total,Flora Drive,530
2015,Females,35 - 39,Pasir Ris- Total,Loyang East,70
2015,Females,35 - 39,Pasir Ris- Total,Pasir Ris Central,920
2015,Females,35 - 39,Pasir Ris- Total,Pasir Ris Drive,1850
2015,Females,35 - 39,Pasir Ris- Total,Pasir Ris Park,190
2015,Females,35 - 39,Pasir Ris- Total,Pasir Ris West,1360
2015,Females,35 - 39,Punggol- Total,Matilda,1650
2015,Females,35 - 39,Punggol- Total,Northshore,10
2015,Females,35 - 39,Punggol- Total,Punggol Field,2630
2015,Females,35 - 39,Punggol- Total,Punggol Town Centre,490
2015,Females,35 - 39,Punggol- Total,Waterway East,1750
2015,Females,35 - 39,Queenstown- Total,Commonwealth,310
2015,Females,35 - 39,Queenstown- Total,Dover,530
2015,Females,35 - 39,Queenstown- Total,Ghim Moh,460
2015,Females,35 - 39,Queenstown- Total,Holland Drive,620
2015,Females,35 - 39,Queenstown- Total,Kent Ridge,30
2015,Females,35 - 39,Queenstown- Total,Margaret Drive,580
2015,Females,35 - 39,Queenstown- Total,Mei Chin,610
2015,Females,35 - 39,Queenstown- Total,National University of S'pore,10
2015,Females,35 - 39,Queenstown- Total,One North,40
2015,Females,35 - 39,Queenstown- Total,Pasir Panjang 1,210
2015,Females,35 - 39,Queenstown- Total,Pasir Panjang 2,130
2015,Females,35 - 39,Queenstown- Total,Queensway,10
2015,Females,35 - 39,Queenstown- Total,Singapore Polytechnic,10
2015,Females,35 - 39,Queenstown- Total,Tanglin Halt,570
2015,Females,35 - 39,River Valley- Total,Institution Hill,220
2015,Females,35 - 39,River Valley- Total,Leonie Hill,140
2015,Females,35 - 39,River Valley- Total,One Tree Hill,60
2015,Females,35 - 39,River Valley- Total,Oxley,60
2015,Females,35 - 39,River Valley- Total,Paterson,10
2015,Females,35 - 39,Rochor- Total,Bencoolen,50
2015,Females,35 - 39,Rochor- Total,Farrer Park,140
2015,Females,35 - 39,Rochor- Total,Little India,150
2015,Females,35 - 39,Rochor- Total,Mackenzie,10
2015,Females,35 - 39,Rochor- Total,Mount Emily,80
2015,Females,35 - 39,Rochor- Total,Selegie,20
2015,Females,35 - 39,Rochor- Total,Sungei Road,80
2015,Females,35 - 39,Rochor- Total,Victoria,90
2015,Females,35 - 39,Seletar- Total,Seletar,10
2015,Females,35 - 39,Sembawang- Total,Admiralty,770
2015,Females,35 - 39,Sembawang- Total,Sembawang Central,1360
2015,Females,35 - 39,Sembawang- Total,Sembawang North,1420
2015,Females,35 - 39,Sembawang- Total,Sembawang Springs,180
2015,Females,35 - 39,Sembawang- Total,Sembawang Straits,70
2015,Females,35 - 39,Sengkang- Total,Anchorvale,2210
2015,Females,35 - 39,Sengkang- Total,Compassvale,1540
2015,Females,35 - 39,Sengkang- Total,Fernvale,2010
2015,Females,35 - 39,Sengkang- Total,Rivervale,2570
2015,Females,35 - 39,Sengkang- Total,Sengkang Town Centre,2500
2015,Females,35 - 39,Serangoon- Total,Lorong Chuan,250
2015,Females,35 - 39,Serangoon- Total,Seletar Hills,410
2015,Females,35 - 39,Serangoon- Total,Serangoon Central,920
2015,Females,35 - 39,Serangoon- Total,Serangoon Garden,1280
2015,Females,35 - 39,Serangoon- Total,Serangoon North,600
2015,Females,35 - 39,Serangoon- Total,Upper Paya Lebar,520
2015,Females,35 - 39,Singapore River- Total,Boat Quay,10
2015,Females,35 - 39,Singapore River- Total,Clarke Quay,10
2015,Females,35 - 39,Singapore River- Total,Robertson Quay,170
2015,Females,35 - 39,Southern Islands- Total,Sentosa,60
2015,Females,35 - 39,Sungei Kadut- Total,Turf Club,20
2015,Females,35 - 39,Tampines- Total,Simei,1700
2015,Females,35 - 39,Tampines- Total,Tampines East,4700
2015,Females,35 - 39,Tampines- Total,Tampines West,2830
2015,Females,35 - 39,Tampines- Total,Xilin,50
2015,Females,35 - 39,Tanglin- Total,Chatsworth,330
2015,Females,35 - 39,Tanglin- Total,Nassim,390
2015,Females,35 - 39,Tanglin- Total,Ridout,50
2015,Females,35 - 39,Tanglin- Total,Tyersall,130
2015,Females,35 - 39,Toa Payoh- Total,Boon Teck,450
2015,Females,35 - 39,Toa Payoh- Total,Braddell,410
2015,Females,35 - 39,Toa Payoh- Total,Joo Seng,250
2015,Females,35 - 39,Toa Payoh- Total,Kim Keat,310
2015,Females,35 - 39,Toa Payoh- Total,Lorong 8 Toa Payoh,270
2015,Females,35 - 39,Toa Payoh- Total,Pei Chun,440
2015,Females,35 - 39,Toa Payoh- Total,Potong Pasir,480
2015,Females,35 - 39,Toa Payoh- Total,Sennett,120
2015,Females,35 - 39,Toa Payoh- Total,Toa Payoh Central,1420
2015,Females,35 - 39,Toa Payoh- Total,Toa Payoh West,510
2015,Females,35 - 39,Toa Payoh- Total,Woodleigh,120
2015,Females,35 - 39,Western Water Catchment- Total,Western Water Catchment,40
2015,Females,35 - 39,Woodlands- Total,Midview,1150
2015,Females,35 - 39,Woodlands- Total,North Coast,480
2015,Females,35 - 39,Woodlands- Total,Woodgrove,1190
2015,Females,35 - 39,Woodlands- Total,Woodlands East,4260
2015,Females,35 - 39,Woodlands- Total,Woodlands South,1630
2015,Females,35 - 39,Woodlands- Total,Woodlands West,960
2015,Females,35 - 39,Yishun- Total,Khatib,380
2015,Females,35 - 39,Yishun- Total,Lower Seletar,130
2015,Females,35 - 39,Yishun- Total,Nee Soon,50
2015,Females,35 - 39,Yishun- Total,Northland,1170
2015,Females,35 - 39,Yishun- Total,Springleaf,130
2015,Females,35 - 39,Yishun- Total,Yishun Central,40
2015,Females,35 - 39,Yishun- Total,Yishun East,2320
2015,Females,35 - 39,Yishun- Total,Yishun South,1430
2015,Females,35 - 39,Yishun- Total,Yishun West,2240
2015,Females,40 - 44,Ang Mo Kio- Total,Ang Mo Kio Town Centre,260
2015,Females,40 - 44,Ang Mo Kio- Total,Cheng San,1260
2015,Females,40 - 44,Ang Mo Kio- Total,Chong Boon,1060
2015,Females,40 - 44,Ang Mo Kio- Total,Kebun Bahru,970
2015,Females,40 - 44,Ang Mo Kio- Total,Sembawang Hills,270
2015,Females,40 - 44,Ang Mo Kio- Total,Shangri-La,690
2015,Females,40 - 44,Ang Mo Kio- Total,Tagore,340
2015,Females,40 - 44,Ang Mo Kio- Total,Townsville,950
2015,Females,40 - 44,Ang Mo Kio- Total,Yio Chu Kang East,170
2015,Females,40 - 44,Ang Mo Kio- Total,Yio Chu Kang West,1130
2015,Females,40 - 44,Bedok- Total,Bayshore,480
2015,Females,40 - 44,Bedok- Total,Bedok North,3320
2015,Females,40 - 44,Bedok- Total,Bedok Reservoir,1140
2015,Females,40 - 44,Bedok- Total,Bedok South,1980
2015,Females,40 - 44,Bedok- Total,Frankel,1680
2015,Females,40 - 44,Bedok- Total,Kaki Bukit,1400
2015,Females,40 - 44,Bedok- Total,Kembangan,1350
2015,Females,40 - 44,Bedok- Total,Siglap,320
2015,Females,40 - 44,Bishan- Total,Bishan East,1180
2015,Females,40 - 44,Bishan- Total,Marymount,1330
2015,Females,40 - 44,Bishan- Total,Upper Thomson,1230
2015,Females,40 - 44,Bukit Batok- Total,Bukit Batok Central,1060
2015,Females,40 - 44,Bukit Batok- Total,Bukit Batok East,560
2015,Females,40 - 44,Bukit Batok- Total,Bukit Batok South,530
2015,Females,40 - 44,Bukit Batok- Total,Bukit Batok West,590
2015,Females,40 - 44,Bukit Batok- Total,Gombak,390
2015,Females,40 - 44,Bukit Batok- Total,Guilin,600
2015,Females,40 - 44,Bukit Batok- Total,Hillview,850
2015,Females,40 - 44,Bukit Batok- Total,Hong Kah North,1110
2015,Females,40 - 44,Bukit Merah- Total,Alexandra Hill,570
2015,Females,40 - 44,Bukit Merah- Total,Alexandra North,60
2015,Females,40 - 44,Bukit Merah- Total,Bukit Ho Swee,560
2015,Females,40 - 44,Bukit Merah- Total,Bukit Merah,60
2015,Females,40 - 44,Bukit Merah- Total,Depot Road,290
2015,Females,40 - 44,Bukit Merah- Total,Everton Park,430
2015,Females,40 - 44,Bukit Merah- Total,Henderson Hill,490
2015,Females,40 - 44,Bukit Merah- Total,Kampong Tiong Bahru,400
2015,Females,40 - 44,Bukit Merah- Total,Maritime Square,160
2015,Females,40 - 44,Bukit Merah- Total,Redhill,480
2015,Females,40 - 44,Bukit Merah- Total,Telok Blangah Drive,700
2015,Females,40 - 44,Bukit Merah- Total,Telok Blangah Rise,580
2015,Females,40 - 44,Bukit Merah- Total,Telok Blangah Way,440
2015,Females,40 - 44,Bukit Merah- Total,Tiong Bahru,500
2015,Females,40 - 44,Bukit Merah- Total,Tiong Bahru Station,750
2015,Females,40 - 44,Bukit Panjang- Total,Bangkit,840
2015,Females,40 - 44,Bukit Panjang- Total,Dairy Farm,270
2015,Females,40 - 44,Bukit Panjang- Total,Fajar,1040
2015,Females,40 - 44,Bukit Panjang- Total,Jelebu,1400
2015,Females,40 - 44,Bukit Panjang- Total,Nature Reserve,200
2015,Females,40 - 44,Bukit Panjang- Total,Saujana,1050
2015,Females,40 - 44,Bukit Panjang- Total,Senja,960
2015,Females,40 - 44,Bukit Timah- Total,Anak Bukit,910
2015,Females,40 - 44,Bukit Timah- Total,Coronation Road,330
2015,Females,40 - 44,Bukit Timah- Total,Farrer Court,220
2015,Females,40 - 44,Bukit Timah- Total,Hillcrest,440
2015,Females,40 - 44,Bukit Timah- Total,Holland Road,600
2015,Females,40 - 44,Bukit Timah- Total,Leedon Park,320
2015,Females,40 - 44,Bukit Timah- Total,Swiss Club,260
2015,Females,40 - 44,Bukit Timah- Total,Ulu Pandan,500
2015,Females,40 - 44,Changi- Total,Changi Point,30
2015,Females,40 - 44,Changi- Total,Changi West,110
2015,Females,40 - 44,Choa Chu Kang- Total,Choa Chu Kang Central,930
2015,Females,40 - 44,Choa Chu Kang- Total,Choa Chu Kang North,1400
2015,Females,40 - 44,Choa Chu Kang- Total,Keat Hong,590
2015,Females,40 - 44,Choa Chu Kang- Total,Peng Siang,1280
2015,Females,40 - 44,Choa Chu Kang- Total,Teck Whye,970
2015,Females,40 - 44,Choa Chu Kang- Total,Yew Tee,2120
2015,Females,40 - 44,Clementi- Total,Clementi Central,600
2015,Females,40 - 44,Clementi- Total,Clementi North,1260
2015,Females,40 - 44,Clementi- Total,Clementi West,670
2015,Females,40 - 44,Clementi- Total,Clementi Woods,620
2015,Females,40 - 44,Clementi- Total,Faber,200
2015,Females,40 - 44,Clementi- Total,Sunset Way,250
2015,Females,40 - 44,Clementi- Total,West Coast,340
2015,Females,40 - 44,Downtown Core- Total,Bugis,80
2015,Females,40 - 44,Downtown Core- Total,Cecil,10
2015,Females,40 - 44,Downtown Core- Total,Central Subzone,30
2015,Females,40 - 44,Downtown Core- Total,Tanjong Pagar,40
2015,Females,40 - 44,Geylang- Total,Aljunied,1790
2015,Females,40 - 44,Geylang- Total,Geylang East,1300
2015,Females,40 - 44,Geylang- Total,Kampong Ubi,450
2015,Females,40 - 44,Geylang- Total,Macpherson,1000
2015,Females,40 - 44,Hougang- Total,Hougang Central,180
2015,Females,40 - 44,Hougang- Total,Hougang East,710
2015,Females,40 - 44,Hougang- Total,Hougang West,1720
2015,Females,40 - 44,Hougang- Total,Kangkar,1090
2015,Females,40 - 44,Hougang- Total,Kovan,1060
2015,Females,40 - 44,Hougang- Total,Lorong Ah Soo,1370
2015,Females,40 - 44,Hougang- Total,Tai Seng,580
2015,Females,40 - 44,Hougang- Total,Trafalgar,1880
2015,Females,40 - 44,Jurong East- Total,Lakeside,40
2015,Females,40 - 44,Jurong East- Total,Teban Gardens,700
2015,Females,40 - 44,Jurong East- Total,Toh Guan,690
2015,Females,40 - 44,Jurong East- Total,Yuhua East,1050
2015,Females,40 - 44,Jurong East- Total,Yuhua West,850
2015,Females,40 - 44,Jurong West- Total,Boon Lay Place,1240
2015,Females,40 - 44,Jurong West- Total,Hong Kah,2270
2015,Females,40 - 44,Jurong West- Total,Jurong West Central,3220
2015,Females,40 - 44,Jurong West- Total,Taman Jurong,1530
2015,Females,40 - 44,Jurong West- Total,Wenya,350
2015,Females,40 - 44,Jurong West- Total,Yunnan,2670
2015,Females,40 - 44,Kallang- Total,Bendemeer,1410
2015,Females,40 - 44,Kallang- Total,Boon Keng,410
2015,Females,40 - 44,Kallang- Total,Crawford,280
2015,Females,40 - 44,Kallang- Total,Geylang Bahru,550
2015,Females,40 - 44,Kallang- Total,Kampong Bugis,30
2015,Females,40 - 44,Kallang- Total,Kampong Java,530
2015,Females,40 - 44,Kallang- Total,Lavender,440
2015,Females,40 - 44,Kallang- Total,Tanjong Rhu,670
2015,Females,40 - 44,Mandai- Total,Mandai Estate,100
2015,Females,40 - 44,Marine Parade- Total,Katong,500
2015,Females,40 - 44,Marine Parade- Total,Marine Parade,1420
2015,Females,40 - 44,Marine Parade- Total,Mountbatten,510
2015,Females,40 - 44,Museum- Total,Dhoby Ghaut,10
2015,Females,40 - 44,Museum- Total,Fort Canning,10
2015,Females,40 - 44,Newton- Total,Cairnhill,200
2015,Females,40 - 44,Newton- Total,Goodwood Park,50
2015,Females,40 - 44,Newton- Total,Monk's Hill,60
2015,Females,40 - 44,Newton- Total,Newton Circus,10
2015,Females,40 - 44,Newton- Total,Orange Grove,70
2015,Females,40 - 44,Novena- Total,Balestier,1470
2015,Females,40 - 44,Novena- Total,Dunearn,180
2015,Females,40 - 44,Novena- Total,Malcolm,130
2015,Females,40 - 44,Novena- Total,Moulmein,520
2015,Females,40 - 44,Novena- Total,Mount Pleasant,20
2015,Females,40 - 44,Orchard- Total,Boulevard,20
2015,Females,40 - 44,Orchard- Total,Somerset,10
2015,Females,40 - 44,Orchard- Total,Tanglin,20
2015,Females,40 - 44,Outram- Total,China Square,60
2015,Females,40 - 44,Outram- Total,Chinatown,480
2015,Females,40 - 44,Outram- Total,Pearl's Hill,240
2015,Females,40 - 44,Outram- Total,People's Park,20
2015,Females,40 - 44,Pasir Ris- Total,Flora Drive,590
2015,Females,40 - 44,Pasir Ris- Total,Loyang East,90
2015,Females,40 - 44,Pasir Ris- Total,Pasir Ris Central,980
2015,Females,40 - 44,Pasir Ris- Total,Pasir Ris Drive,2060
2015,Females,40 - 44,Pasir Ris- Total,Pasir Ris Park,170
2015,Females,40 - 44,Pasir Ris- Total,Pasir Ris West,1530
2015,Females,40 - 44,Punggol- Total,Matilda,1040
2015,Females,40 - 44,Punggol- Total,Northshore,10
2015,Females,40 - 44,Punggol- Total,Punggol Field,2560
2015,Females,40 - 44,Punggol- Total,Punggol Town Centre,240
2015,Females,40 - 44,Punggol- Total,Waterway East,1120
2015,Females,40 - 44,Queenstown- Total,Commonwealth,330
2015,Females,40 - 44,Queenstown- Total,Dover,610
2015,Females,40 - 44,Queenstown- Total,Ghim Moh,450
2015,Females,40 - 44,Queenstown- Total,Holland Drive,660
2015,Females,40 - 44,Queenstown- Total,Kent Ridge,50
2015,Females,40 - 44,Queenstown- Total,Margaret Drive,420
2015,Females,40 - 44,Queenstown- Total,Mei Chin,640
2015,Females,40 - 44,Queenstown- Total,National University of S'pore,10
2015,Females,40 - 44,Queenstown- Total,One North,40
2015,Females,40 - 44,Queenstown- Total,Pasir Panjang 1,180
2015,Females,40 - 44,Queenstown- Total,Pasir Panjang 2,130
2015,Females,40 - 44,Queenstown- Total,Queensway,20
2015,Females,40 - 44,Queenstown- Total,Singapore Polytechnic,10
2015,Females,40 - 44,Queenstown- Total,Tanglin Halt,520
2015,Females,40 - 44,River Valley- Total,Institution Hill,210
2015,Females,40 - 44,River Valley- Total,Leonie Hill,170
2015,Females,40 - 44,River Valley- Total,One Tree Hill,90
2015,Females,40 - 44,River Valley- Total,Oxley,80
2015,Females,40 - 44,River Valley- Total,Paterson,10
2015,Females,40 - 44,Rochor- Total,Bencoolen,60
2015,Females,40 - 44,Rochor- Total,Farrer Park,120
2015,Females,40 - 44,Rochor- Total,Little India,140
2015,Females,40 - 44,Rochor- Total,Mackenzie,10
2015,Females,40 - 44,Rochor- Total,Mount Emily,80
2015,Females,40 - 44,Rochor- Total,Selegie,10
2015,Females,40 - 44,Rochor- Total,Sungei Road,80
2015,Females,40 - 44,Rochor- Total,Victoria,80
2015,Females,40 - 44,Seletar- Total,Seletar,20
2015,Females,40 - 44,Sembawang- Total,Admiralty,730
2015,Females,40 - 44,Sembawang- Total,Sembawang Central,1540
2015,Females,40 - 44,Sembawang- Total,Sembawang North,1370
2015,Females,40 - 44,Sembawang- Total,Sembawang Springs,220
2015,Females,40 - 44,Sembawang- Total,Sembawang Straits,60
2015,Females,40 - 44,Sengkang- Total,Anchorvale,2020
2015,Females,40 - 44,Sengkang- Total,Compassvale,760
2015,Females,40 - 44,Sengkang- Total,Fernvale,1260
2015,Females,40 - 44,Sengkang- Total,Rivervale,2830
2015,Females,40 - 44,Sengkang- Total,Sengkang Town Centre,2570
2015,Females,40 - 44,Serangoon- Total,Lorong Chuan,360
2015,Females,40 - 44,Serangoon- Total,Seletar Hills,530
2015,Females,40 - 44,Serangoon- Total,Serangoon Central,990
2015,Females,40 - 44,Serangoon- Total,Serangoon Garden,1430
2015,Females,40 - 44,Serangoon- Total,Serangoon North,680
2015,Females,40 - 44,Serangoon- Total,Upper Paya Lebar,560
2015,Females,40 - 44,Singapore River- Total,Boat Quay,10
2015,Females,40 - 44,Singapore River- Total,Clarke Quay,10
2015,Females,40 - 44,Singapore River- Total,Robertson Quay,200
2015,Females,40 - 44,Southern Islands- Total,Sentosa,90
2015,Females,40 - 44,Sungei Kadut- Total,Turf Club,20
2015,Females,40 - 44,Tampines- Total,Simei,1780
2015,Females,40 - 44,Tampines- Total,Tampines East,4820
2015,Females,40 - 44,Tampines- Total,Tampines West,2920
2015,Females,40 - 44,Tampines- Total,Xilin,70
2015,Females,40 - 44,Tanglin- Total,Chatsworth,380
2015,Females,40 - 44,Tanglin- Total,Nassim,470
2015,Females,40 - 44,Tanglin- Total,Ridout,50
2015,Females,40 - 44,Tanglin- Total,Tyersall,170
2015,Females,40 - 44,Toa Payoh- Total,Boon Teck,550
2015,Females,40 - 44,Toa Payoh- Total,Braddell,420
2015,Females,40 - 44,Toa Payoh- Total,Joo Seng,260
2015,Females,40 - 44,Toa Payoh- Total,Kim Keat,340
2015,Females,40 - 44,Toa Payoh- Total,Lorong 8 Toa Payoh,350
2015,Females,40 - 44,Toa Payoh- Total,Pei Chun,560
2015,Females,40 - 44,Toa Payoh- Total,Potong Pasir,550
2015,Females,40 - 44,Toa Payoh- Total,Sennett,160
